ip,timestamp,method,url,path,query,protocol,status,size,response_time,referer,user_agent,decoded_url,decoded_query,body,decoded_body,content_type,is_json_payload,json_depth,param_count_body,attack_type,existing_label,label,label_source,request_hash
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/api/v1/search,/api/v1/search,,HTTP/1.1,200,609,0,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",/api/v1/search,,"{""product_id"": 42, ""quantity"": 42, ""notes"": ""fast delivery""}",product_id 42 quantity 42 notes fast delivery,application/json,1,1,3,normal_json,0,0,existing_log_label,a693c4335fd5e6ce099f49c7ef3a252e
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/api/v1/search,/api/v1/search,,HTTP/1.1,200,1575,0,http://127.0.0.1/dvwa/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,/api/v1/search,,"{""title"": ""Machine_learning"", ""content"": ""Customer review on electronics"", ""author"": ""guest""}",title Machine_learning content Customer review on electronics author guest,application/json,1,1,3,normal_json,0,0,existing_log_label,1eef99ebc7eeb56c0a39f81de9334825
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/api/v1/profile,/api/v1/profile,,HTTP/1.1,200,3917,0,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Safari/605.1.15",/api/v1/profile,,"{""sort"": ""name_asc"", ""order"": ""desc"", ""per_page"": 3}",sort name_asc order desc per_page 3,application/json,1,1,3,normal_json,0,0,existing_log_label,c4786dd53e87a9ff05c0a3e23a50e831
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/api/v1/users,/api/v1/users,,HTTP/1.1,200,1008,0,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Safari/605.1.15",/api/v1/users,,"{""search"": ""phone"", ""page"": 32, ""category"": ""electronics""}",search phone page 32 category electronics,application/json,1,1,3,normal_json,0,0,existing_log_label,d410531baf01991f6c447fa365ec05e9
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/api/v1/profile,/api/v1/profile,,HTTP/1.1,200,4156,0,http://127.0.0.1/dvwa/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,/api/v1/profile,,"{""title"": ""Database"", ""content"": ""Customer review on toys"", ""author"": ""user123""}",title Database content Customer review on toys author user123,application/json,1,1,3,normal_json,0,0,existing_log_label,69709a4453f5e878cd388c975b46b880
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/api/v1/users,/api/v1/users,,HTTP/1.1,200,1234,0,http://127.0.0.1/dvwa/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,/api/v1/users,,"{""search"": ""phone"", ""page"": 39, ""category"": ""toys""}",search phone page 39 category toys,application/json,1,1,3,normal_json,0,0,existing_log_label,082f87b7de4bf855fc7d1f3fa8fd66cb
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/api/v1/profile,/api/v1/profile,,HTTP/1.1,200,3141,0,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",/api/v1/profile,,"{""filter"": {""status"": ""active"", ""tag"": ""security""}, ""limit"": 14}",filter status active tag security limit 14,application/json,1,2,2,normal_json,0,0,existing_log_label,a4ca84bd9d9576c668fb4c24261cf5a0
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/api/v1/query,/api/v1/query,,HTTP/1.1,200,988,1,http://127.0.0.1/dvwa/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,/api/v1/query,,"{""sort"": ""name_asc"", ""order"": ""desc"", ""per_page"": 24}",sort name_asc order desc per_page 24,application/json,1,1,3,normal_json,0,0,existing_log_label,36b8bfdcd29bd89c55d600137cdfaec6
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/api/v1/users,/api/v1/users,,HTTP/1.1,200,4475,0,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",/api/v1/users,,"{""title"": ""Book"", ""content"": ""Customer review on toys"", ""author"": ""bob_smith""}",title Book content Customer review on toys author bob_smith,application/json,1,1,3,normal_json,0,0,existing_log_label,d17eaa242da69c4a370ca6b8f3589a4f
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/rest/items,/rest/items,,HTTP/1.1,200,3553,0,http://127.0.0.1/dvwa/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,/rest/items,,"{""search"": ""laptop"", ""page"": 49, ""category"": ""sports""}",search laptop page 49 category sports,application/json,1,1,3,normal_json,0,0,existing_log_label,f15f20301ddfd77ced9ad7a1b4a552b4
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/rest/items,/rest/items,,HTTP/1.1,200,2468,1,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Safari/605.1.15",/rest/items,,"{""filter"": {""status"": ""active"", ""tag"": ""ai""}, ""limit"": 19}",filter status active tag ai limit 19,application/json,1,2,2,normal_json,0,0,existing_log_label,0e0e38018dd060a46ce334428485d3d7
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/api/v1/users,/api/v1/users,,HTTP/1.1,200,4056,0,http://127.0.0.1/dvwa/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,/api/v1/users,,"{""title"": ""Machine_learning"", ""content"": ""Customer review on sports"", ""author"": ""user123""}",title Machine_learning content Customer review on sports author user123,application/json,1,1,3,normal_json,0,0,existing_log_label,633b634ac66d43d2804f3174fc580897
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/api/v1/profile,/api/v1/profile,,HTTP/1.1,200,3309,0,http://127.0.0.1/dvwa/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,/api/v1/profile,,"{""search"": ""phone"", ""page"": 34, ""category"": ""electronics""}",search phone page 34 category electronics,application/json,1,1,3,normal_json,0,0,existing_log_label,d79a26917ea637f6d8fd5a81bf9231eb
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/api/v1/profile,/api/v1/profile,,HTTP/1.1,200,3851,0,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",/api/v1/profile,,"{""search"": ""cybersecurity"", ""page"": 41, ""category"": ""electronics""}",search cybersecurity page 41 category electronics,application/json,1,1,3,normal_json,0,0,existing_log_label,12980a5f2ee583c72b0fb86d7c9d138e
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/api/v1/auth,/api/v1/auth,,HTTP/1.1,200,2599,0,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Safari/605.1.15",/api/v1/auth,,"{""filter"": {""status"": ""active"", ""tag"": ""news""}, ""limit"": 4}",filter status active tag news limit 4,application/json,1,2,2,normal_json,0,0,existing_log_label,48ca218eb72596f38df93ee369b55e1b
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/rest/items,/rest/items,,HTTP/1.1,200,571,0,http://127.0.0.1/dvwa/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,/rest/items,,"{""filter"": {""status"": ""active"", ""tag"": ""tech""}, ""limit"": 21}",filter status active tag tech limit 21,application/json,1,2,2,normal_json,0,0,existing_log_label,419dcdf63c87eb9e3551b0aa3571fa7f
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/api/v1/search,/api/v1/search,,HTTP/1.1,200,2882,0,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",/api/v1/search,,"{""title"": ""Phone"", ""content"": ""Customer review on toys"", ""author"": ""john_doe""}",title Phone content Customer review on toys author john_doe,application/json,1,1,3,normal_json,0,0,existing_log_label,24fd402318b32de32dc03be9de8f117d
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/api/v1/search,/api/v1/search,,HTTP/1.1,200,1809,0,http://127.0.0.1/dvwa/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,/api/v1/search,,"{""search"": ""machine_learning"", ""page"": 49, ""category"": ""sports""}",search machine_learning page 49 category sports,application/json,1,1,3,normal_json,0,0,existing_log_label,c90ef8cbf18ab0d05d6f427c207312bf
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/api/v1/profile,/api/v1/profile,,HTTP/1.1,200,1054,0,http://127.0.0.1/dvwa/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,/api/v1/profile,,"{""sort"": ""newest"", ""order"": ""desc"", ""per_page"": 8}",sort newest order desc per_page 8,application/json,1,1,3,normal_json,0,0,existing_log_label,17572e28788d20401405124228338f28
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/api/v1/search,/api/v1/search,,HTTP/1.1,200,716,0,http://127.0.0.1/dvwa/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,/api/v1/search,,"{""sort"": ""price_asc"", ""order"": ""desc"", ""per_page"": 30}",sort price_asc order desc per_page 30,application/json,1,1,3,normal_json,0,0,existing_log_label,7053aa649bd1d673a0611f511659f1f5
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/api/v1/auth,/api/v1/auth,,HTTP/1.1,200,2218,1,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Safari/605.1.15",/api/v1/auth,,"{""title"": ""Web_app"", ""content"": ""Customer review on home"", ""author"": ""alice""}",title Web_app content Customer review on home author alice,application/json,1,1,3,normal_json,0,0,existing_log_label,c34fc4af0ff1099ebc7f4141fa537894
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/api/v1/auth,/api/v1/auth,,HTTP/1.1,200,699,0,http://127.0.0.1/dvwa/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,/api/v1/auth,,"{""filter"": {""status"": ""active"", ""tag"": ""tutorial""}, ""limit"": 28}",filter status active tag tutorial limit 28,application/json,1,2,2,normal_json,0,0,existing_log_label,aface677fa280d26e8d1c8b56d633fa1
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/api/v1/auth,/api/v1/auth,,HTTP/1.1,200,2669,0,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Safari/605.1.15",/api/v1/auth,,"{""title"": ""Database"", ""content"": ""Customer review on sports"", ""author"": ""bob_smith""}",title Database content Customer review on sports author bob_smith,application/json,1,1,3,normal_json,0,0,existing_log_label,68b97979938b931eeca4b6aaa5128ebd
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/api/v1/query,/api/v1/query,,HTTP/1.1,200,2604,0,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",/api/v1/query,,"{""search"": ""python"", ""page"": 13, ""category"": ""home""}",search python page 13 category home,application/json,1,1,3,normal_json,0,0,existing_log_label,9512dd65fe25d834828bae4961b6a053
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/api/v1/profile,/api/v1/profile,,HTTP/1.1,200,1250,0,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",/api/v1/profile,,"{""search"": ""laptop"", ""page"": 12, ""category"": ""electronics""}",search laptop page 12 category electronics,application/json,1,1,3,normal_json,0,0,existing_log_label,24269b7c7a92f96fffc07f3cd025877d
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/rest/items,/rest/items,,HTTP/1.1,200,3582,0,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",/rest/items,,"{""search"": ""machine_learning"", ""page"": 50, ""category"": ""toys""}",search machine_learning page 50 category toys,application/json,1,1,3,normal_json,0,0,existing_log_label,1ea3eaea4f56c7b596ffeeada597cc22
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/rest/items,/rest/items,,HTTP/1.1,200,1821,0,http://127.0.0.1/dvwa/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,/rest/items,,"{""search"": ""cybersecurity"", ""page"": 35, ""category"": ""books""}",search cybersecurity page 35 category books,application/json,1,1,3,normal_json,0,0,existing_log_label,6bf54040e2d08d3147a0d5ff973cc952
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/api/v1/profile,/api/v1/profile,,HTTP/1.1,200,3776,0,http://127.0.0.1/dvwa/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,/api/v1/profile,,"{""search"": ""phone"", ""page"": 46, ""category"": ""electronics""}",search phone page 46 category electronics,application/json,1,1,3,normal_json,0,0,existing_log_label,3ce7709714d8a71067b301b9d988a770
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/api/v1/auth,/api/v1/auth,,HTTP/1.1,200,3307,0,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Safari/605.1.15",/api/v1/auth,,"{""title"": ""Book"", ""content"": ""Customer review on electronics"", ""author"": ""admin_viewer""}",title Book content Customer review on electronics author admin_viewer,application/json,1,1,3,normal_json,0,0,existing_log_label,d794aacfcd52d897255a59e9245a567e
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/api/v1/profile,/api/v1/profile,,HTTP/1.1,200,1984,0,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",/api/v1/profile,,"{""filter"": {""status"": ""active"", ""tag"": ""tech""}, ""limit"": 41}",filter status active tag tech limit 41,application/json,1,2,2,normal_json,0,0,existing_log_label,67b0cc4df3da01ff956fe4bdc7116af8
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/rest/items,/rest/items,,HTTP/1.1,200,2875,0,http://127.0.0.1/dvwa/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,/rest/items,,"{""search"": ""phone"", ""page"": 26, ""category"": ""clothing""}",search phone page 26 category clothing,application/json,1,1,3,normal_json,0,0,existing_log_label,561e09d834e009a76e671c3f7faf710a
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/api/v1/search,/api/v1/search,,HTTP/1.1,200,552,0,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",/api/v1/search,,"{""title"": ""Cybersecurity"", ""content"": ""Customer review on electronics"", ""author"": ""user123""}",title Cybersecurity content Customer review on electronics author user123,application/json,1,1,3,normal_json,0,0,existing_log_label,bce44607c90322dffe362c59d67f24b2
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/rest/items,/rest/items,,HTTP/1.1,200,1652,0,http://127.0.0.1/dvwa/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,/rest/items,,"{""filter"": {""status"": ""active"", ""tag"": ""security""}, ""limit"": 40}",filter status active tag security limit 40,application/json,1,2,2,normal_json,0,0,existing_log_label,3df61e892544db42833098bd6ec6a361
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/api/v1/users,/api/v1/users,,HTTP/1.1,200,2187,1,http://127.0.0.1/dvwa/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,/api/v1/users,,"{""search"": ""web_app"", ""page"": 19, ""category"": ""toys""}",search web_app page 19 category toys,application/json,1,1,3,normal_json,0,0,existing_log_label,1d9c05ff5f7c315a8daf971033c462a4
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/api/v1/search,/api/v1/search,,HTTP/1.1,200,919,1,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",/api/v1/search,,"{""search"": ""phone"", ""page"": 15, ""category"": ""electronics""}",search phone page 15 category electronics,application/json,1,1,3,normal_json,0,0,existing_log_label,c114e59edde7f61769ea39058b8a867a
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/api/v1/search,/api/v1/search,,HTTP/1.1,200,2561,1,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",/api/v1/search,,"{""filter"": {""status"": ""active"", ""tag"": ""tech""}, ""limit"": 7}",filter status active tag tech limit 7,application/json,1,2,2,normal_json,0,0,existing_log_label,92a615c442a0e8e87c193b7ee36c8e6c
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/api/v1/search,/api/v1/search,,HTTP/1.1,200,3756,0,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Safari/605.1.15",/api/v1/search,,"{""search"": ""phone"", ""page"": 6, ""category"": ""electronics""}",search phone page 6 category electronics,application/json,1,1,3,normal_json,0,0,existing_log_label,d3ee1dcf4f15773ffbcd0b79615123de
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/rest/items,/rest/items,,HTTP/1.1,200,3324,0,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Safari/605.1.15",/rest/items,,"{""search"": ""python"", ""page"": 8, ""category"": ""sports""}",search python page 8 category sports,application/json,1,1,3,normal_json,0,0,existing_log_label,7a43b55d855d076635db6b480acfcf7f
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/rest/items,/rest/items,,HTTP/1.1,200,3418,0,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Safari/605.1.15",/rest/items,,"{""sort"": ""price_desc"", ""order"": ""desc"", ""per_page"": 23}",sort price_desc order desc per_page 23,application/json,1,1,3,normal_json,0,0,existing_log_label,334f6f17c8e9dd5d35c895b51aa82bf0
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/api/v1/profile,/api/v1/profile,,HTTP/1.1,200,3597,0,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",/api/v1/profile,,"{""filter"": {""status"": ""active"", ""tag"": ""dev""}, ""limit"": 22}",filter status active tag dev limit 22,application/json,1,2,2,normal_json,0,0,existing_log_label,23a7d9193ae694b2b2b6a8a22fb41b4b
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/api/v1/users,/api/v1/users,,HTTP/1.1,200,2386,1,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",/api/v1/users,,"{""search"": ""laptop"", ""page"": 50, ""category"": ""home""}",search laptop page 50 category home,application/json,1,1,3,normal_json,0,0,existing_log_label,38fba57c539081e027b9c42678d1cd59
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/api/v1/query,/api/v1/query,,HTTP/1.1,200,3853,0,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",/api/v1/query,,"{""search"": ""python"", ""page"": 33, ""category"": ""electronics""}",search python page 33 category electronics,application/json,1,1,3,normal_json,0,0,existing_log_label,a768358067917e04cf9bda802f97ef81
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/api/v1/query,/api/v1/query,,HTTP/1.1,200,2464,0,http://127.0.0.1/dvwa/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,/api/v1/query,,"{""cart"": [{""item_id"": 49, ""qty"": 1, ""price"": 99.9}], ""currency"": ""USD""}",cart item_id 49 qty 1 price 99.9 currency USD,application/json,1,3,2,normal_json,0,0,existing_log_label,c33237a78c57aa234af565e5e36c1dc4
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/api/v1/auth,/api/v1/auth,,HTTP/1.1,200,3330,0,http://127.0.0.1/dvwa/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,/api/v1/auth,,"{""sort"": ""newest"", ""order"": ""desc"", ""per_page"": 10}",sort newest order desc per_page 10,application/json,1,1,3,normal_json,0,0,existing_log_label,0b42efd03b367bdbf661ee33d715286c
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/api/v1/search,/api/v1/search,,HTTP/1.1,200,3846,0,http://127.0.0.1/dvwa/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,/api/v1/search,,"{""title"": ""Laptop"", ""content"": ""Customer review on electronics"", ""author"": ""admin_viewer""}",title Laptop content Customer review on electronics author admin_viewer,application/json,1,1,3,normal_json,0,0,existing_log_label,346c3f1dac87816dccc492c0ada14393
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/rest/items,/rest/items,,HTTP/1.1,200,2642,0,http://127.0.0.1/dvwa/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,/rest/items,,"{""filter"": {""status"": ""active"", ""tag"": ""security""}, ""limit"": 33}",filter status active tag security limit 33,application/json,1,2,2,normal_json,0,0,existing_log_label,010210a9b0e5ad6a44bb992a8e5f8c1a
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/api/v1/search,/api/v1/search,,HTTP/1.1,200,3407,0,http://127.0.0.1/dvwa/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,/api/v1/search,,"{""title"": ""Web_app"", ""content"": ""Customer review on books"", ""author"": ""alice""}",title Web_app content Customer review on books author alice,application/json,1,1,3,normal_json,0,0,existing_log_label,bb37b03489fad4f5cdc73734e04e5339
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/api/v1/query,/api/v1/query,,HTTP/1.1,200,3549,0,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",/api/v1/query,,"{""sort"": ""price_desc"", ""order"": ""desc"", ""per_page"": 24}",sort price_desc order desc per_page 24,application/json,1,1,3,normal_json,0,0,existing_log_label,40f570d26f8244e0f7546a9798e09b06
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/api/v1/search,/api/v1/search,,HTTP/1.1,200,1027,0,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Safari/605.1.15",/api/v1/search,,"{""search"": ""laptop"", ""page"": 27, ""category"": ""books""}",search laptop page 27 category books,application/json,1,1,3,normal_json,0,0,existing_log_label,5f215e14676defb8892a5b78c061597a
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/api/v1/search,/api/v1/search,,HTTP/1.1,200,3318,0,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",/api/v1/search,,"{""search"": ""phone"", ""page"": 41, ""category"": ""home""}",search phone page 41 category home,application/json,1,1,3,normal_json,0,0,existing_log_label,12c2ebcc8a0f765537315d992b1ef12b
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/api/v1/auth,/api/v1/auth,,HTTP/1.1,200,1013,0,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",/api/v1/auth,,"{""filter"": {""status"": ""active"", ""tag"": ""dev""}, ""limit"": 43}",filter status active tag dev limit 43,application/json,1,2,2,normal_json,0,0,existing_log_label,93f5fbfbe1583d3d36e2851d2e5c5681
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/api/v1/search,/api/v1/search,,HTTP/1.1,200,821,0,http://127.0.0.1/dvwa/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,/api/v1/search,,"{""search"": ""web_app"", ""page"": 2, ""category"": ""books""}",search web_app page 2 category books,application/json,1,1,3,normal_json,0,0,existing_log_label,cc5d65641ec9e0961bfde16c82776387
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/api/v1/profile,/api/v1/profile,,HTTP/1.1,200,3625,0,http://127.0.0.1/dvwa/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",/api/v1/profile,,"{""title"": ""Cybersecurity"", ""content"": ""Customer review on toys"", ""author"": ""bob_smith""}",title Cybersecurity content Customer review on toys author bob_smith,application/json,1,1,3,normal_json,0,0,existing_log_label,f4d9d7d74a0080b772338162fabc3026
192.168.145.135,12/Sep/2026:14:16:10 +0700,POST,/api/v1/query,/api/v1/query,,HTTP/1.1,200,577,0,http://127.0.0.1/dvwa/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,/api/v1/query,,"{""filter"": {""status"": ""active"", ""tag"": ""security""}, ""limit"": 21}",filter status active tag security limit 21,application/json,1,2,2,normal_json,0,0,existing_log_label,97fc3963036441dfe7b83765d499ccea
